town_name,loan_amount_000s,applicant_income_000s,occupied_by_owner,loan_purpose_name,loan_approved,denial_reason,co_applicant_sex,co_applicant_race,applicant_sex,applicant_race,applicant_ethnicity
Solana Beach,6299.336476218235,227.31743439021068,1,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Black or African American,Not applicable
Solana Beach,5894.3729415309435,543.3907623528144,1,Home improvement,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,7339.16872951482,425.07957124194076,1,Home purchase,0,Mortgage insurance denied,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7160.888836723203,258.3799055684599,1,Refinancing,0,Credit history,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Solana Beach,6692.067066945299,554.6543176023489,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,5307.509739658048,372.9060017465829,1,Home purchase,0,Credit application incomplete,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,8564.942772629445,337.5296371638794,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,7634.609698893996,464.30534687832363,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7656.557826096465,669.6633612373248,1,Refinancing,0,Other,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6905.699663619517,343.3586238501822,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6025.862099510313,632.3551035728073,1,Home purchase,1,,Female,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,6388.680696383019,533.5259071135515,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,6099.2416563445995,392.95310257542,0,Home purchase,0,Credit history,Female,White,Female,White,Not Hispanic or Latino
Solana Beach,7324.846476465679,396.2472602936244,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,7005.353287860686,512.1839732273824,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,7911.680401850655,611.5469043289979,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,7631.133590537225,373.3817872159283,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Solana Beach,6816.611105442147,431.04524622234345,0,Home purchase,0,Other,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,5517.688269657222,352.53266571872024,1,Home purchase,1,,No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,6374.067804630278,245.54862551400353,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",Female,White,Male,White,Not Hispanic or Latino
Solana Beach,7380.037466449864,538.9730825115548,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,6750.471500643904,574.7939391065825,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,6153.317739734865,471.10053840021965,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6807.407474073298,198.8559973186526,1,Refinancing,1,,No co-applicant,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6780.017604252654,679.7873180715976,1,Home purchase,1,,Female,Asian,Female,White,Not applicable
Solana Beach,5167.723139977911,431.88134702241604,1,Home purchase,1,,Not applicable,No co-applicant,Female,White,Not Hispanic or Latino
Solana Beach,6465.390272284596,404.68963591975046,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,6585.896419214003,485.12569003134274,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,5897.750336369761,485.50004604852245,0,Home purchase,0,Mortgage insurance denied,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,6172.952650004676,665.4897701239242,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino
Solana Beach,7499.323544174214,425.39356673733374,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,8519.916894053022,422.83081718835564,1,Home purchase,1,,No co-applicant,No co-applicant,Female,White,Not applicable
Solana Beach,7485.070771929091,361.3506212115095,1,Home purchase,0,Mortgage insurance denied,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,9423.40224747617,556.7303388409339,1,Home purchase,1,,Male,White,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,9083.326752633293,468.5453483524479,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,7178.887852553947,468.84071619056357,1,Home purchase,1,,Female,White,Female,Asian,Not Hispanic or Latino
Solana Beach,7925.403242667973,636.2302656186334,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not Hispanic or Latino
Solana Beach,5554.28500159467,545.5061854453728,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,Asian,Not Hispanic or Latino
Solana Beach,6299.646815731625,521.2637379250502,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,8088.324316297302,533.9375523920727,0,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application"
Solana Beach,7359.8385581282355,399.90290302436654,1,Home purchase,1,,Female,White,Male,White,Not applicable
Solana Beach,8362.274486892049,327.20990954537,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,8258.786691941996,443.73784679903906,1,Home purchase,0,Mortgage insurance denied,Male,White,Male,White,Not applicable
Solana Beach,5434.675825660626,468.3442078087318,1,Home purchase,0,Collateral,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Female,White,Not applicable
Solana Beach,7714.475918753089,562.1258592451995,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)",No co-applicant,No co-applicant,Male,White,Not Hispanic or Latino
Solana Beach,8419.358885355245,502.5572342490418,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,7484.918611768415,296.2565673723675,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,8469.406967003197,230.36767809089838,1,Home purchase,0,Mortgage insurance denied,Female,White,Male,Asian,Not Hispanic or Latino
Solana Beach,5053.754065779045,395.56442752283976,1,Home purchase,1,,Female,White,Male,White,Not Hispanic or Latino
Solana Beach,5917.976780524259,569.0559240885561,1,Home purchase,1,,Male,White,Female,White,Not Hispanic or Latino
Solana Beach,6433.305034088631,267.5441610081638,1,Home purchase,1,,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,7180.627561050347,609.7097967701834,1,Home purchase,1,,Male,White,Male,White,Not Hispanic or Latino
Solana Beach,6302.765053105764,454.41455886176846,1,Home purchase,0,"Insufficient cash (downpayment, closing costs)","Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application",Male,White,Not Hispanic or Latino
Solana Beach,6830.857305438696,379.6417422493102,1,Home purchase,0,Collateral,No co-applicant,No co-applicant,Male,White,Not applicable
